0,1,2,3,Year
,Kay Rodd,Mrs Robert Kinnane,,1964
,Joe Rose,Dr Ruth D Redom,,1964
,Biruta Rutkovskis,Aija,,1964
,John Santry,Self-portrait,,1964
,Michael Shannon,Guy Stuart,,1964
,Andrew Sibley,Norman Williams OBE,,1964
/prizes/archibald/1964/18729/,Eric John Smith,Leonard Hessing,,1964
,Joshua Smith,Chips Rafferty,,1964
,C G Taylor,"Self-portrait, night",,1964
,Mary-Anne Telfer,Brian Bertram,,1964
,Dora Toovey,The late Bill Harney,,1964
,Marc Trenk,Artist's mother,,1964
,Thora Ungar,Dr Stanley Meares,,1964
/prizes/archibald/1964/19227/,Lovoni V Webb,Portrait of Vera,,1964
,Reinis Zusters,Arnold Tink,,1964
/prizes/archibald/1965/14546/,Ian Armstrong,Leonard Mann,,1965
,William Aylward,Carriette,,1965
,Cameron Bannerman,Professor DP Mellor,,1965
,Frank Beck,"Strom Gould, Esq",,1965
/prizes/archibald/1965/14753/,Esme Bell,"WH Bell ASTC (Arch), ARIA",,1965
,Peter Alan Bill,Self-portrait,,1965
/prizes/archibald/1965/14836/,Shirley Bourne,Rosemary Bramleigh,,1965
,Mary Brady,Charmian Clift,,1965
,Rex Bramleigh,Self-portrait,,1965
,Charles Bush,June Davies,,1965
,James Byrne,"Charities queen, Jean Graham",,1965
,Donald Cameron,"The Hon ER Meagher, MLA",,1965
,Reg Campbell,Norm Provan,,1965
,Reg Campbell,"William Knight, QC",,1965
,Jack Carington Smith,Leslie Greener,,1965
,Judy Cassab,Portrait of Orban,,1965
,Robert Dickerson,CC Gheysens,,1965
/prizes/archibald/1965/15663/,Desmond Digby,Patrick White,,1965
,John Dowie,"Wybert Symonds, Esq",,1965
,Maximilian Feuerring,Self-portrait,,1965
,Robert Finlayson,Carriette,,1965
,Herbert Flugelman,Leonas Urbonas,,1965
,Margaret Fromel,Carriette,,1965
/prizes/archibald/1965/15988/,Sam Fullbrook,Dr Norman Behan,,1965
,Henry Aloysius Hanke,Self-portrait,,1965
,Newton Hedstrom,Frank Beck,,1965
,Sali Herman,Lea Lavigne,,1965
,Pamela Houstein,Professor Harry Messel,,1965
,Graeme Inson,Cynthia Edwards,,1965
/prizes/archibald/1965/16791/,Louis Kahan,Professor Herbert Burton,,1965
,J Noel Kilgour,Dean Dixon,,1965
,Garrett Kingsley,The artist's wife,,1965
,Michael Kmit,Dr I Shuhevych,,1965
,Vaike Liibus,Henry Salkauskas,,1965
,Mary Elizabeth McLeish,Self-portrait,,1965
,Alan Martin,Gordon Ford,,1965
,Jocelyn Maughan,WE Pidgeon,,1965
,Vladas Meskenas,Lloyd Rees,,1965
/prizes/archibald/1965/17577/,Lesley Moline,Miss Betty Archdale,,1965
,Jon Molvig,Russell Drysdale,,1965
,Arthur J Murch,David Schlunke,,1965
,Meg Padgham,Hesba Fay Brinsmead,,1965
,Colin Parker,Self-portrait,,1965
/prizes/archibald/1965/17970/,Clif Peir,Kath Walker,,1965
,Frances Philip,"Murray Tyrrell, Esq, CVO, CBE, OStJ",,1965
/prizes/archibald/1965/18106/,Gwen Pratt,"Douglas Pratt, Esquire, OBE",,1965
/prizes/archibald/1965/18142/,Clifton Pugh,"RA Henderson, Esq",(Winner: Archibald Prize 1965),1965
,John Thomas Rigby,Professor Michael F Hickey,,1965
/prizes/archibald/1965/18240/,John Thomas Rigby,Miss Brenda Lister,,1965
,Joe Rose,Regina,,1965
/prizes/archibald/1965/18507/,Brian Seidel,Professor Keith Hancock,,1965
,Andrew Sibley,Clifton Pugh,,1965
,Eric John Smith,Leonard Hessing,,1965
,Joshua Smith,"Mr RH Kefford, BSc, DipEd",,1965
,Molly Stephens,Patsy Adam Smith,,1965
,Dorothy Stoner,Jan Riske,,1965
,C G Taylor,Shane,,1965
/prizes/archibald/1965/18995/,Dora Toovey,John Antill,,1965
,Thora Ungar,PJ Medhurst,,1965
,Leonas Urbonas,Self-portrait,,1965
,Roland Wakelin,Lloyd Rees,,1965
,Bryan Westwood,"Justin O'Brien, portrait a clef",,1965
,Reinis Zusters,Self-portrait,,1965
,Harold Abbott,Gino Preziosa,,1966
,Ian Armstrong,"John Kennedy, FRAM",,1966
,William Aylward,Sue,,1966
,Peter Alan Bill,Professor Bissietta,,1966
,William Geoffrey Boissevain,Sir Stanley Prescott,,1966
,Shirley Bourne,Mrs Lorna Moore,,1966
,Mary Brady,Sir Bernard Heinze,,1966
,Florence Broadhurst,Self-portrait,,1966
,Ernest Buckmaster,Self-portrait,,1966
,Charles Bush,Self-portrait at 47,,1966
,Donald Cameron,Self-portrait,,1966
,Reg Campbell,Self-portrait,,1966
,Jack Carington Smith,"Sir Douglas Parker, OBE",,1966
,Judy Cassab,Peter O'Shaughnessy as Dylan,,1966
,Paul Delprat,Lady Paquita Mawson,,1966
/prizes/archibald/1966/15664/,Desmond Digby,Margaret Carnegie with orange dress and specs,,1966
,Shirley Eustis,Mr William Frater,,1966
/prizes/archibald/1966/15912/,Maximilian Feuerring,Self-portrait,,1966
/prizes/archibald/1966/15922/,Robert Finlayson,Viidika,,1966
,Margaret Fromel,Ted,,1966
/prizes/archibald/1966/15989/,Sam Fullbrook,Norman Behan,,1966
,Don Gallagher,Joanne Dowell,,1966
,Edna Garran-Brown,Portrait of an artist,,1966
,Hector Gilliland,Self-portrait,,1966
,Thomas Gleghorn,Louis James,,1966
,Pat Graham,Irvine Douglas,,1966
,Robert Greer,Miss Togo,,1966
/prizes/archibald/1966/16186/,Guy Grey-Smith,Self-portrait,,1966
,Henry Aloysius Hanke,Self-portrait,,1966
,David Harrison,"Dr JD Bollen, BA, PhD",,1966
,Newton Hedstrom,Lindsay Bryant,,1966
,Sali Herman,Self-portrait,,1966
,Graeme Inson,Valli,,1966
,Graeme Inson,Roderick Shaw,,1966
,Jean Isherwood,John Coburn,,1966
,Gareth Jones-Roberts,Alan Marshall,,1966
,Louis Kahan,Dr TS Gregory,,1966
,Garrett Kingsley,Self-portrait,,1966
,Michael Kmit,Eddy Batache,,1966
/prizes/archibald/1966/17030/,Lynette Lee,Roderick,,1966
,Vaike Liibus,Edwin Hodgeman,,1966
,Olive Long,Miss Nancy Salas,,1966
,Herbert McClintock,Captain Major,,1966
,Jocelyn Maughan,Lyndon Dadswell,,1966
,Vladas Meskenas,Michael Kmit,,1966
/prizes/archibald/1966/17578/,Lesley Moline,"John Thornett, MBE, BSc, BE",,1966
/prizes/archibald/1966/17590/,Jon Molvig,Charles Blackman,(Winner: Archibald Prize 1966),1966
/prizes/archibald/1966/17591/,Jon Molvig,Sir Charles Moses,,1966
,Arthur J Murch,Alan Ingham,,1966
,Meg Padgham,"John Casson, OBE",,1966
,Colin Parker,Lindsay Imbandarinja,,1966
,William Pidgeon,Mrs W Bunning,,1966
,William Pidgeon,"Professor Sir Philip Baxter, KBE, PhD",,1966
,Gwen Pratt,JF Fleming,,1966
,Clifton Pugh,Sir Macfarlane Burnet,,1966
/prizes/archibald/1966/18189/,David Rae,Esther Edmundsen,,1966
,David Rae,Valerie Maikus,,1966
,John Thomas Rigby,George Wallace,,1966
,Andrew Sibley,June Bronhill,,1966
/prizes/archibald/1966/18734/,Eric John Smith,Rodney Milgate,,1966
,Eric John Smith,Self-portrait,,1966
,Joshua Smith,Capt Neville Bruchauser,,1966
,Joshua Smith,"Sir George Currie, BScAgr, DSc, HonLLD, HonLittD",,1966
,Arnold St Claire,"Dr Maurice Pozniak, MB, BS",,1966
,C G Taylor,Robert D Fitzgerald,,1966
,Dora Toovey,"The Rev J Gray Robertson, OBE, BA, BD",,1966
,Thora Ungar,Sydney Ungar,,1966
,Douglas Watson,Roland Wakelin,,1966
,Dick Weight,Ward Austin,,1966
,Bryan Westwood,Mervyn Horton,,1966
,Reinis Zusters,Myself,,1966
,Ian Armstrong,William E Green (Weg),,1967
,Frederic Henry Bates,Alex Hood,,1967
,Peter Alan Bill,Reno,,1967
,William Geoffrey Boissevain,Robert Juniper,,1967
,Shirley Bourne,Kathlyn Ballard,,1967
/prizes/archibald/1967/15038/,Charles Bush,EA Douglas Watson,,1967
/prizes/archibald/1967/15058/,Jo Caddy,Lawrence Daws,,1967
,Jo Caddy,Self-portrait (chalk drawing),,1967
,Donald Cameron,Harold Blair,,1967
,Jack Carington Smith,"ED Hull, FRACS",,1967
/prizes/archibald/1967/15229/,Judy Cassab,Margo Lewers,(Winner: Archibald Prize 1967),1967
,Geoffrey Dance,Rosalie Dance,,1967
,Zoltan Feynes,Jim Buckley,,1967
,Henry Aloysius Hanke,Yvonne,,1967
,Weaver Hawkins,My mirror (tribute to late Professor Hey Groves),,1967
/prizes/archibald/1967/16518/,Nora Heysen,Miss Paul,,1967
,Pamela Houstein,Lindsay Churchland,,1967
,Graeme Inson,"Captain RJ Robertson, DSC, RAN (Ret'd)",,1967
,Molly Johnson,Colin Parker,,1967
,Robert Juniper,Rose Skinner,,1967
,Garrett Kingsley,The artist's wife,,1967
/prizes/archibald/1967/17031/,Lynette Lee,Ann,,1967
/prizes/archibald/1967/17090/,Vaike Liibus,Jim Macdougall,,1967
,Alan Martin,Rex Battarbee,,1967
,John V Maudson,Vicki,,1967
/prizes/archibald/1967/17290/,Jocelyn Maughan,Mr Philip Charley,,1967
/prizes/archibald/1967/17317/,Stuart Maxwell,Self-portrait,,1967
,Peter Fletcher Miller,Dr Max Upfal,,1967
,Robin Norling,Me,,1967
,Kevin Oxley,Self-portrait,,1967
/prizes/archibald/1967/18056/,William Pidgeon,"Dr JR Vickery, OBE",,1967
,Geoffrey Proud,Frank Watters,,1967
,Clifton Pugh,Professor AR Chisholm,,1967
,John Thomas Rigby,Mrs Jacqueline Morison,,1967
,Andrew Sibley,Judith Wright,,1967
,Eric John Smith,Tom Bass,,1967
,Joshua Smith,"Dave Hartwell, music lover",,1967
/prizes/archibald/1967/18823/,David Strachan,Kenneth Rowell,,1967
,Ann Thomson,Francis Evers,,1967
,Thora Ungar,John,,1967
,Bryan Westwood,Helen Blaxland,,1967
,Harold Abbott,"Gino Preziosa, II",,1968
,Auriel D Alford,"Mr Gordon Mackie, MLA",,1968
,Ian Armstrong,Barbara Brash,,1968
,George Arnold,Sir Robert Helpmann,,1968
/prizes/archibald/1968/14686/,Stanley Ballard,Lieutenant Bruce Fletcher (official war artist),,1968
,Esme Bell,The Hon Sir Leslie Herron,,1968
,William Geoffrey Boissevain,The artist's daughter (Daisy),,1968
,Mary Bonds,Richard,,1968
,Shirley Bourne,Brian Finemore,,1968
,Jean Margaret Brothers,Mr William Frater,,1968
,Ida Bruckhauser,Joshua Smith,,1968
,Ida Bruckhauser,John Hall,,1968
,William Burgess,George Johnston,,1968
,Charles Bush,Douglas Watson,,1968
/prizes/archibald/1968/15060/,Jo Caddy,"John Gaden, actor",,1968
/prizes/archibald/1968/15059/,Jo Caddy,Self-portrait,,1968
,Donald Cameron,Brigadier Francis Robert Burton,,1968
,Jack Carington Smith,Self-portrait,,1968
/prizes/archibald/1968/15230/,Judy Cassab,Mungo MacCallum,,1968
,Frederick P Chandler,Olivette Chandler,,1968
,Jane Maddocks Cohen,Mr Justice Begg,,1968
,Dorothy Cragg,Self-portrait,,1968
,George Crossley,Hugh Connolly,,1968
,William Degan,Michael Hirst,,1968
,William Degan,'The actor' - portrait of Roger Cox,,1968
,Jose de Koster,The sadness of woman I know. My mother as remembered.,,1968
,Roma de Wolff,Craig McGregor,,1968
,Victor Dove,"Desmond Kennard, BA",,1968
,Carolyn Louise Edwards,Ainslie Roberts,,1968
,Vy Elsom,"Dame Ngaio Marsh, DBE",,1968
,James Farrell,Boy in blue jeans,,1968
,Zoltan Feynes,Eve-Lynn,,1968
,Dorothy Fletcher,Dorothy Braund,,1968
,Don Gallagher,Ruth,,1968
,Edna Garran-Brown,Self-portrait,,1968
,Dorothy Gragg,Self-portrait,,1968
,Pat Graham,Rosemary Fenton,,1968
,Robert Greer,Arlene,,1968
,Henry Aloysius Hanke,"Jas R Jackson, FRAS",,1968
,Leonie Patricia Harman,Mr Robert Warnock,,1968
,David Harrison,Mr Mike Kitching,,1968
,David Harrison,Miss Shenna Buchanan,,1968
,Newton Hedstrom,Catherine,,1968
,Youlia Heffernan,Ann-Marie,,1968
,Renee Hefti,Shirley Harding,,1968
,Renee Hefti,Self-portrait,,1968
,Robert Wheeler Helsham,Kath,,1968
,Sali Herman,Self-portrait,,1968
,Irene Gladys Hill,"Professor KC Westfold, Monash University",,1968
,Timothy Ross Hobson,Desmond Noel Kennard,,1968
,Nonica Hoevenaars,Self-portrait,,1968
,Nonica Hoevenaars,George Malpas (watercolour),,1968
,Richard David Hopper,"Rt Hon Sir William McKell, GCMG, QC, Hon LlD Sydney",,1968
,Richard David Hopper,Dr SJ Minogue,,1968
,Patrina Houldsworth,Lois Simpson,,1968
,Graeme Inson,George Woodger,,1968
,Graeme Inson,"Alwynne Rowlands, OBE, VRD, FRCS, FRACS",,1968
,Gil Jamieson,Portrait of Errol B Joyce,,1968
,Hazel Johnson,The physicist,,1968
,Molly Johnson,Dr Gordon Rowell (President of Dental Institute),,1968
,Constance Jones,Old John,,1968
,Clement Charles Kennedy,"Gerard Kennedy, actor TV and stage",,1968
,J Noel Kilgour,"HG Gibbons, Esq",,1968
,Garrett Kingsley,Miss Vera M Adderley,,1968
,Joseph A Klimek,"Lyndon Dadswell, sculptor",,1968
,Michael Kmit,Camille Gheysens,,1968
,Mary Laing,"Freda Leslie BA, TV and radio broadcaster",,1968
,Mary Laing,Toyoko Ryo,,1968
,Silvia Lambert,Actor Lou Vernow,,1968
,Judy Lane,WJ Sinclair,,1968
,David Lawrance,Self-portrait,,1968
,Bernard Lawson,Self-portrait,,1968
,Vaike Liibus,Guy Warren,,1968
,Ennio Lucantonio,"Miss Dorothy Helmrich, OBE",,1968
,Sue McDougall,Elizabeth Prior,,1968
,Mary Elizabeth McLeish,Self-portrait,,1968
,Trevor Ernest McZilius,"Dr Ross M Dunn, MBE, MS (Aust), FRACS",,1968
,Joan Marks,Portrait of Billy Snedden,,1968
,Alan Martin,Sir Archibald Glenn,,1968
,John V Maudson,Vicki,,1968
,Stuart Maxwell,Self-portrait,,1968
,Vladas Meskenas,Lloyd Rees,,1968
,Martin Moorhouse,"Mr EW Beattie, MHA",,1968
,James F Morrell,Mr Gough Whitlam,,1968
,Joy Morrison,Roz,,1968
,Ross Morrow,Di Walder,,1968
,William Nancarrow,Dr Harry Windsor,,1968
,Robin Norling,Self-portrait in three acts,,1968
,Douglas Ferrier Norman,"Vice Admiral Sir John Collins, KBE, CB",,1968
,Douglas Ferrier Norman,Federal Member for Wilmot (Tas) and Federal Opposition Whip,,1968
,Shirley Mary O'Leary,Mrs John Armstrong,,1968
,Dick Ovenden,"George Slater, general secretary, Amalgamated Postal Workers Union of Australia",,1968
,Dick Ovenden,"Albert E Monk, president, ACTU (Australian Council of Trade Unions)",,1968
,Edwa Owen,Mrs Carina Doyle,,1968
,Meg Padgham,"John A Booth, MBBS (Melb)",,1968
,William Paes,Self-portrait,,1968
,William Paes,My daughter-in-law,,1968
,Miriam Genevieve Pantebre,"His Worship, Cr John F Staughton, JP",,1968
,Gabriel Pearl,Self-portrait,,1968
/prizes/archibald/1968/27891/,L Scott Pendlebury,Anne as Irena in ‘The three sisters’,,1968
,Frances Philip,"Professor Bernhard Neumann, FAA, FRS, Professor Hanna Neumann, and the Graeco-Latin Square",,1968
/prizes/archibald/1968/19641/,William Pidgeon,Lloyd Rees,(Winner: Archibald Prize 1968),1968
,William Pidgeon,Mr FJ Carberry,,1968
,Lesley Pockley,The Hon Leslie Bury MP,,1968
,Elizabeth Prior,Sue McDougall,,1968
,Clifton Pugh,"Dr Ian Turner, BA, LLB, PhD",,1968
,David Rae,Gilbert Whitley FRZS,,1968
,Tiiu Reissar,Darcy Dugan's portrait,,1968
,W Rice,Self-portrait,,1968
,Francis Edward Richardson,Self-portrait,,1968
,Arnold Riches,Self-portrait,,1968
,Naida Righi,Jean Isherwood,,1968
,Bernhard Rust,Wynn Roberts,,1968
,Hugh Sawrey,John Cooper,,1968
,Granville G Sayers,Mr Smith of Berowra,,1968
,Constance Scott,The Reverend F Lambert Carter,,1968
,Hans Selke,"The Honorable Mr Justice Sir Gordon Wallace, Acting Chief Justice",,1968
,Hans Selke,The Honorable Mr Justice LW Street,,1968
,Roderick Shaw,James Cant revisited,,1968
/prizes/archibald/1968/18526/,Garry Shead,Portrait of Michael Hobbs,,1968
,Andrew Sibley,John Brack,,1968
,Reg Slater,"Robyn, artist's daughter",,1968
/prizes/archibald/1968/18741/,Eric John Smith,Neville Gruzman,,1968
,Eric John Smith,John Olsen,,1968
/prizes/archibald/1968/18744/,Joshua Smith,Florence Broadhurst (artist),,1968
,Harold Smythe,"Professor Lloyd E Smythe, MSc, PhD, FRACI, Foundation Chair of Analytical Chemistry, University of NSW",,1968
,Alexander Robert Spensley,Self-portrait,,1968
,Jane Stapleford,John Fogarty,,1968
,Fotini Stoios,"Mr Frank Galbally, LLB (barrister)",,1968
,Phyl Stone,"Professor Beryl Nashar, BSc",,1968
,Geraldine Stride,Doctor,,1968
,Lillian Sutherland,Salvatore Zofrea,,1968
,C G Taylor,Shane,,1968
,Dora Toovey,Lady Cutler,,1968
,Norman H Trist,"RM Trist, FCA",,1968
,Norman H Trist,"V Aroney, BDS",,1968
,Thora Ungar,Stella,,1968
,Michael Voice,Baroness Von Sternberg,,1968
,Phyllis Paulina Waterhouse,Self-portrait,,1968
,Alfred A Watson,Gordon A Speary,,1968
,Lyn Woodger,"A Mellos, president of the Hellenic Soccer Club",,1968
,Andrea Andre,Max Bruch,,1969
/prizes/archibald/1969/14529/,Andrea Andre,Sabine Buehler,,1969
,Ian Armstrong,"The Most Rev Frank Woods, archbishop of Melbourne",,1969
/prizes/archibald/1969/14650/,Alan Baker,"Gordon Clowes, FRCS, FRACS",,1969
,Cameron Bannerman,Dora Toovey,,1969
,Cameron Bannerman,Roger Allen,,1969
/prizes/archibald/1969/14755/,Esme Bell,The Hon Sir Leslie Herron,,1969
,Charles Billich,Self-portrait,,1969
,Charles Billich,Mungo McCallum,,1969
,Shirley Bourne,Alan Martin,,1969
/prizes/archibald/1969/14871/,John Brack,Barry Humphries in the character of Mrs Everage,,1969
,Charles Bush,Self-portrait at 49,,1969
,Jo Caddy,Father Owen Farrell,,1969
,Jo Caddy,Professor Brian Medlin,,1969
,Donald Cameron,Kenneth Jack,,1969
,Donald Cameron,Jack Clarke,,1969
,Reg Campbell,John Laws,,1969
,Jack Carington Smith,Lyndon Dadswell,,1969
,Judy Cassab,Louis James,,1969
/prizes/archibald/1969/15460/,Ray Crooke,George Johnston,(Winner: Archibald Prize 1969),1969
,John Dowie,Bernard Hesling,,1969
,Dudley Drew,Edric Beer,,1969
,Douglas Dundas,"Rev Canon GG O'Keefe, OBE",,1969
,Vy Elsom,Self-portrait,,1969
,George Finey,Franco Belgiorno-Nettis,,1969
,Dorothy Fletcher,"Sir Henry Somerset, CBE",,1969
,Sam Fullbrook,Kenneth Pirrie,,1969
,Don Gallagher,Antoinette Prichard,,1969
,Edna Garran-Brown,Raymond Farly Thew,,1969
,Henry Aloysius Hanke,Unk White,,1969
,David Harrison,Dr JD Bollen,,1969
,E A Harvey,Margaret Throsby,,1969
,Newton Hedstrom,Marjory Penglase,,1969
,Newton Hedstrom,Self-portrait,,1969
,Graeme Inson,Rear-Admiral George Oldham,,1969
,Graeme Inson,Charles Hayes,,1969
,Jean Isherwood,EA Harvey,,1969
,Gil Jamieson,George Johnson,,1969
,Reginald Jerrold-Nathan,Miss Betty Archdale,,1969
,Molly Johnson,Dr A Gordon Rowell,,1969
,Robert Juniper,Rose Skinner,,1969
,Michael Kmit,Wallace Thornton,,1969
,Hartmut Lahm,John Cobley,,1969
,Valerie Lazarus,Kay Rodd,,1969
/prizes/archibald/1969/17032/,Lynette Lee,Christopher,,1969
,Vaike Liibus,Cyril Pearl,,1969
,Mary Elizabeth McLeish,Kenneth Jack,,1969
,Alan Martin,Miss Shirley Bourne,,1969
/prizes/archibald/1969/17291/,Anne Maughan,George Haynes,,1969
,Jocelyn Maughan,William Northam,,1969
,Arthur J Murch,Alexander Cann,,1969
,Meg Padgham,Angela Saba,,1969
/prizes/archibald/1969/18059/,William Pidgeon,Dorothy Pidgeon,,1969
,William Pidgeon,"Mr RGC Parry Okeden, CMG, CBE",,1969
,Clifton Pugh,John Olsen,,1969
/prizes/archibald/1969/18192/,David Rae,Leonie Taggart,,1969
/prizes/archibald/1969/18191/,David Rae,Brian Bertram,,1969
,Roderick Shaw,Destroyed portrait of Jack Miles,,1969
,Andrew Sibley,John Brack,,1969
,Mag Slater,William Frater,,1969
,Eric John Smith,Fred Williams,,1969
,Eric John Smith,Self-portrait,,1969
,Joshua Smith,Tom Macindoe,,1969
/prizes/archibald/1969/18889/,C G Taylor,Nora Heysen,,1969
,C G Taylor,Chris Woodman,,1969
,Michael John Taylor,Gina,,1969
,Dora Toovey,Senator Ken Anderson,,1969
,Dora Toovey,Miss Isolde Hill,,1969
,Thora Ungar,Self-portrait,,1969
,Steve Validic,Mr Alois Svihla,,1969
,Phyllis Paulina Waterhouse,Douglas Watson,,1969
/prizes/archibald/1970/14565/,Paul Atroshenko,Robert Wardrop,,1970
/prizes/archibald/1970/14651/,Alan Baker,Self-portrait,,1970
,John Brack,Ronald Millar,,1970
,Charles Bush,Alannah Coleman,,1970
,Jack Carington Smith,Lloyd Rees,,1970
/prizes/archibald/1970/15232/,Judy Cassab,Hal Missingham,,1970
/prizes/archibald/1970/15991/,Sam Fullbrook,Ernestine Hill,,1970
,Graeme Inson,"Hugh C Barry, BSc (Oxon), FRCS, FRACS",,1970
/prizes/archibald/1970/18060/,William Pidgeon,"Professor JJ Auchmuty, Vice-Chancellor, University of Newcastle",,1970
,Clifton Pugh,Dame Mabel Brookes,,1970
,John Thomas Rigby,Nevil Matthews,,1970
/prizes/archibald/1970/18588/,Andrew Sibley,Dr Ursula Hoff,,1970
/prizes/archibald/1970/18749/,Eric John Smith,Gruzman - architect,(Winner: Archibald Prize 1970),1970
,Bryan Westwood,Brian Dunlop at Ebenezer,,1970
,Margaret Woodward,Self-portrait with Britt,,1970
,Ian Armstrong,"Welkie Sutton, Australian bushman",,1971
,William Geoffrey Boissevain,Margaret Court,,1971
,Reg Campbell,Evonne Goolagong,,1971
,Peter Dorahy,"DJ Mahoney, MLA",,1971
/prizes/archibald/1971/16497/,Sali Herman,Self-portrait,,1971
,Graeme Inson,Ivy Shore,,1971
,Gareth Jones-Roberts,Portrait of Norma,,1971
,Michael Kmit,Dennis Colsey,,1971
,Nigel Murray-Harvey,Tom Gleghorn,,1971
/prizes/archibald/1971/18148/,Clifton Pugh,Sir John McEwen,(Winner: Archibald Prize 1971),1971
,Rollin Schlicht,Self-portrait,,1971
,Andrew Sibley,"Rt Hon Arthur Calwell, MHR",,1971
,Eric John Smith,John Olsen,,1971
,Lillian Sutherland,Salvatore Zofrea,,1971
,Margaret Woodward,Self-portrait,,1971
,Guido Zuliani,"R Just, artist",,1971
,Reinis Zusters,William Peascod,,1971
,Brian Agnew,Self-portrait,,1972
,Ian Armstrong,William Frater,,1972
,William Aylward,Graham Osborn,,1972
/prizes/archibald/1972/14652/,Alan Baker,John L Sever,,1972
,Shirley Bourne,Professor Geoffrey Blainey,,1972
/prizes/archibald/1972/14902/,Lance Bressow,"Mr Don Burrows, MBE",,1972
,Charles Bush,EA Douglas Watson,,1972
/prizes/archibald/1972/15042/,Charles Bush,R Seddon,,1972
,Donald Cameron,John Rowell,,1972
,Peter James Campbell,Terry Whelan: Olsonian pots,,1972
,Reg Campbell,"Sir Garfield Barwick, KCMG",,1972
/prizes/archibald/1972/15233/,Judy Cassab,Portrait of Professor Bruce Williams,,1972
,Kevin Connor,Portrait of Ray Crooke II,,1972
,Kevin Connor,Portrait of Ray Crooke I,,1972
,Joan Dent,Jan Gold,,1972
,Ruth Faerber,Sir Bernard Heinze,,1972
,Maximilian Feuerring,Self-portrait,,1972
/prizes/archibald/1972/15932/,Paul Fitzgerald,"Sir Henry Bolte, KCMG",,1972
,Edna Garran-Brown,Raymond Farly Thew,,1972
/prizes/archibald/1972/16228/,Noni Guthrie,Rosemary Wasser,,1972
,Henry Aloysius Hanke,"His Honour Judge AT Conybeare, QC",,1972
,Newton Hedstrom,"John Eldershaw, Esq",,1972
,Newton Hedstrom,Marjory Penglase,,1972
,Sali Herman,John Venour Dulhunty,,1972
,Irene Gladys Hill,Mr Gordon McInnes,,1972
/prizes/archibald/1972/16535/,Frank Hinder,Margel Hinder,,1972
,John Howley,Portrait of Georges Mora,,1972
,Graeme Inson,"Guthrie Wilson, MC",,1972
/prizes/archibald/1972/16669/,Graeme Inson,Tony Morphett,,1972
,Reginald Jerrold-Nathan,Self-portrait,,1972
,Michael Kmit,Michael Bartley,,1972
,Vaike Liibus,"The Hon EA Willis, MLA",,1972
,Herbert McClintock,Max Ebert,,1972
,Jocelyn Maughan,Portrait of Professor EG Waterhouse,,1972
,Betty C Morgan,Robert M de Lany,,1972
,Valda Morris,Self-portrait,,1972
,Marjory Penglase,Jeffrey Hedstrom,,1972
,W H Peperkamp,Portrait of RJW Selleck,,1972
/prizes/archibald/1972/18061/,William Pidgeon,Venita,,1972
,Lesley Pockley,The Honourable Sir Percy Spender,,1972
